Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE38564,"CpG islands and GC content dictate nucleosome depletion in a transcription independent manner at mammalian promoters (Phenantroline)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38564/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA168378",23100115,SRP013670,"Romain Fenouil","Jun 12, 2012"
GSE38577,"CpG islands and GC content dictate nucleosome depletion in a transcription independent manner at mammalian promoters","Non-coding RNA profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",17,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38577/suppl",23100115,,"Romain Fenouil","Jun 12, 2012"
GSE32061,"Genome wide identification of p63 binding sites in human neonatal foreskin keratinocytes","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32061/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA147615",22573176,SRP008483,"Simon S McDade","Jun 08, 2012"
GSE38567,"Genome-wide profiling of target genes for the systemic lupus erythematosus-associated transcription factors IRF5 and STAT4","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38567/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA168219",22730365,SRP013611,"Chuan Wang","Jun 08, 2012"
GSE35583,"Histone Modifications by ChIP-seq from ENCODE/University of Washington","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",171,,"BIGWIG;BROADPEAK;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35583/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA63443",22955617,SRP015928,"ENCODE DCC","Jun 07, 2012"
GSE38447,"Cell type-specific binding patterns reveal that TCF7L2 can be tethered to the genome by association with GATA3","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"GFF;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38447/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA168032",22951069,SRP013504,"rui wang","Jun 05, 2012"
GSE37519,"Threonine-4 of Mammalian RNA Polymerase II CTD is Targeted by  Polo-like Kinase-3 and Required for Transcriptional Elongation","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37519/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA160979",22549466,SRP012460,"nicolas descostes","Jun 04, 2012"
GSE35829,"Integrative functional genomics identifies an enhancer looping to the SOX9 gene disrupted by the 17q24.3 prostate cancer risk locus","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35829/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA151893",22665440,SRP010966,"xiaoyang zhang","Jun 03, 2012"
GSE38411,"Cohesins Repress KSHV Immediate Early Gene Transcription During Latency","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Human gammaherpesvirus 8",5,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38411/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA167828",22740398,SRP013484,"Priyankara J Wickramasinghe","Jun 02, 2012"
GSE38395,"ChIP-Seq for NIPBL for SMC1 in human lymphoblastoid cells (hLCLs)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38395/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA167811",,SRP013479,"Richard A Young","Jun 01, 2012"
GSE38338,"Expression, ChIP-chip, and ChIP-Seq data from REH and SEM leukemia cell lines [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38338/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA167739",19141473,SRP013442,"Richard A Young","May 31, 2012"
GSE38339,"ChIP-seq of the HOXA9 and MEIS1 transcription factors in SEM cells.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38339/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA167740",,SRP013443,"Richard A Young","May 31, 2012"
GSE28115,"CBX3 Regulates Efficient RNA Processing Genome Wide","Genome binding/occupancy profiling by genome tiling array;Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",39,,"BED;BEDGRAPH;GFF;GPR;PAIR;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28115/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA139835",22684280,SRP006309,"Bing Ren","May 24, 2012"
GSE38163,"Chromatin State Segmentation by HMM from ENCODE/Broad","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38163/suppl",,,"ENCODE DCC","May 24, 2012"
GSE37752,"Oncogene-Mediated Alterations in Chromatin Conformation","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",14,,"BED;SIF;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37752/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA163079",22615383,SRP012651,"David Soong","May 23, 2012"
GSE37955,"ERa-dependent E2F transcription can mediate resistance to estrogen deprivation in human breast cancer","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",14,,"CEL;CHP;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37955/suppl",22049316,,"Todd W Miller","May 15, 2012"
GSE37858,"A Random-Forest Based Algorithm for Prediction of Enhancers From Histone Modifications","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37858/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA165163",,SRP012970,"Nisha Rajagopal","May 10, 2012"
GSE28149,"SIRT7 is a histone H3 lysine 18 deacetylase that regulates oncogenic transformation","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28149/suppl",22722849,,"Yuanxin Xi","May 07, 2012"
GSE36749,"Mutant p53 cooperates with ETS2 to promote etoposide resistance [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36749/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA156791",22508727,SRP011920,"Luis A Martinez","May 03, 2012"
GSE36752,"Mutant p53 cooperates with ETS2 to promote etoposide resistance","Genome binding/occupancy profiling by genome tiling array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36752/suppl",22508727,,"Luis A Martinez","May 03, 2012"
GSE31621,"Dynamic epigenetic enhancer signatures are predictive for key transcriptional regulators associated with cellular differentiation states","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",13,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31621/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA145533",22550342,SRP007945,"Michael Rehli","May 02, 2012"
GSE34097,"The SEC family of RNA Polymerase II elongation factors: gene target specificity and transcriptional output","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",13,,"BAM;BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34097/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA149901",22547686,SRP009568,"Alexander (Garrett) Garruss","May 02, 2012"
GSE28950,"TMPRSS2-ERG, HDACs and EZH2 are involved in an AR-centric transcriptional circuitry that calibrates androgenic response for prostate cancer progression (ChIP-Seq data)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",15,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28950/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA142869",22531786,SRP006579,"Kern Rei Chng","Apr 27, 2012"
GSE28951,"TMPRSS2-ERG, HDACs and EZH2 are involved in an AR-centric transcriptional circuitry that calibrates androgenic response for prostate cancer progression","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",27,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28951/suppl",22531786,,"Kern Rei Chng","Apr 27, 2012"
GSE31129,"Genome-wide mapping of ligand-dependent progesterone receptor chromatin interactions in human breast cell lines using PR ChIP-seq","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31129/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA154657",22545144,SRP007830,"J Dinny Graham","Apr 26, 2012"
GSE31130,"Non-overlapping progesterone receptor cistromes contribute to cell-specific transcriptional outcomes in breast cells","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",69,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31130/suppl",22545144,,"J Dinny Graham","Apr 26, 2012"
GSE28857,"CENTDIST: Discovery of Co-associated Factors by Motif Distribution","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28857/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA140689",,SRP006577,"Cheng Wei Chang","Apr 25, 2012"
GSE35586,"Nucleosome Position by MNase-seq from ENCODE/Stanford/BYU","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BIGWIG;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35586/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA63443",22955985,SRP012412,"ENCODE DCC","Apr 20, 2012"
GSE35405,"Sequence and expression analysis of human chromosome 20 gaps","Other;Methylation profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",7,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35405/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA152793",22510267,SRP010641,"Sheroy Minocherhomji","Apr 17, 2012"
GSE36204,"Epigenomic enhancer profiling defines a signature of colon cancer [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",41,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36204/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA155759",22499810,SRP011188,"Peter Scacheri","Apr 16, 2012"
GSE36401,"Epigenomic enhancer profiling defines a signature of colon cancer","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",55,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36401/suppl",22499810,,"Peter Scacheri","Apr 16, 2012"
GSE36367,"H1.4K34ac ChIP-sequencing in MCF-7 cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36367/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA153339",22465951,SRP011381,"Kinga Kamieniarz-Gdula","Apr 15, 2012"
GSE32340,"Reorganization of the host epigenome by a viral oncogene","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",15,,"BED;TXT;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32340/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA147251",22499665,SRP008554,"Siavash K Kurdistani","Apr 05, 2012"
GSE36185,"mRNA decapping factors and the exonuclease Xrn2 function in widespread premature termination of RNA polymerase II transcription","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",13,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36185/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA151657",22483619,SRP011393,"David L. Bentley","Apr 05, 2012"
GSE36354,"Transcriptional Amplification in Tumor Cells with Elevated c-Myc","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",56,,"WIG;YLF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36354/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA153317",23021215,SRP011429,"Richard A Young","Apr 05, 2012"
GSE25577,"Whole-genome landscape of histone H2AX and γ-H2AX","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",7,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25577/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA133889",22467212,SRP004653,"Jung Kyoon Choi","Apr 04, 2012"
GSE36987,"PAPD5, a noncanonical poly(A) polymerase with an unusual RNA-binding motif [PAR-CLIP]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36987/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA157515",21788334,SRP012025,"Biter Bilen","Apr 03, 2012"
GSE29222,"Depletion of RUNX1/ETO in t(8;21) AML cells leads to genome-wide changes in chromatin structure and transcription factor binding [ChIP-Seq and DNAse-Hypersensitivity data]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",14,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29222/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA142965",22343733,SRP006768,"Salam Adli Assi","Mar 28, 2012"
GSE34540,"Depletion of RUNX1/ETO in t(8;21) AML cells leads to genome-wide changes in chromatin structure and transcription factor binding (ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34540/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA151377",22343733,SRP009909,"Salam Adli Assi","Mar 28, 2012"
GSE28254,"Sequential ChIP-bisulfite sequencing enables direct genome-scale investigation of chromatin and DNA methylation cross-talk","Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",15,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28254/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA139563",22466170,SRP009269,"Arjen Brinkman","Mar 27, 2012"
GSE29225,"Depletion of RUNX1/ETO in t(8;21) AML cells leads to genome-wide changes in chromatin structure and transcription factor binding","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array;Methylation profiling by array","Homo sapiens",38,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29225/suppl",22343733;25242324,,"Salam Adli Assi","Mar 27, 2012"
GSE33216,"Genome-wide maps of H3K4me2 and DNase I hypersensitivity sites in prostate cancer cell line LNCaP and breast cancer cell line MCF-7.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33216/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA149445",22508765,SRP009093,"Housheng Hansen He","Mar 25, 2012"
GSE35197,"A protective strategy against hyperinflammatory responses requiring the non-transcriptional actions of GPS2","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35197/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA150685",22424771,SRP010430,"Valentina Perissi","Mar 23, 2012"
GSE36578,"Transcription factor binding in human embryonic stem cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"WIG;YLF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36578/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA153739",,SRP011562,"Richard A Young","Mar 17, 2012"
GSE36579,"Recurrent amplifications of the histone methyltransferase SETDB1 in melanoma","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"WIG;YLF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36579/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA153741",,SRP011563,"Richard A Young","Mar 17, 2012"
GSE33007,"Genome-wide map of HBO1  in cancer derived human cell line","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33007/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA155519",22144582,SRP008926,"Eric R Paquet","Mar 15, 2012"
GSE33221,"Conserved molecular interactions within MYST-ING acetyltransferase complexes that regulate cell proliferation","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",14,,"BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33221/suppl",22144582,,"Eric R Paquet","Mar 15, 2012"
