Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE91766,"ChIP-seq from HEK293 (ENCSR445PDR)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91766/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91767,"ChIP-seq from K562 (ENCSR446LAV)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91767/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91768,"ChIP-seq from HEK293 (ENCSR447ZTA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91768/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91769,"ChIP-seq from MCF-7 (ENCSR449UFF)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91769/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91771,"ChIP-seq from HEK293 (ENCSR451CYX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91771/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91773,"ChIP-seq from HepG2 (ENCSR452YHM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91773/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91779,"ChIP-seq from GM12878 (ENCSR459FTB)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91779/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91782,"ChIP-seq from HEK293 (ENCSR461ZJT)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91782/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91783,"ChIP-seq from HEK293 (ENCSR462FWS)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91783/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91784,"ChIP-seq from HEK293 (ENCSR464KFG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91784/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91785,"ChIP-seq from MCF-7 (ENCSR465VLK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91785/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91786,"ChIP-seq from K562 (ENCSR468BNS)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91786/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91788,"ChIP-seq from HEK293 (ENCSR468IJT)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91788/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91789,"ChIP-seq from MCF-7 (ENCSR468LUO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91789/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91790,"ChIP-seq from HEK293 (ENCSR468NLK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91790/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91792,"ChIP-seq from GM12878 (ENCSR469WII)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91792/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91793,"ChIP-seq from A549 (ENCSR473SUA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91793/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91794,"ChIP-seq from HEK293 (ENCSR477OJI)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91794/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91797,"ChIP-seq from HEK293 (ENCSR481FEC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91797/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91798,"ChIP-seq from A549 (ENCSR481YWD)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91798/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91800,"ChIP-seq from HEK293 (ENCSR482BBZ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91800/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91805,"ChIP-seq from K562 (ENCSR486IFJ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91805/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91809,"ChIP-seq from HepG2 (ENCSR488EES)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91809/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91811,"ChIP-seq from K562 (ENCSR489RLS)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91811/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91814,"ChIP-seq from K562 (ENCSR492SGS)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91814/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91815,"ChIP-seq from K562 (ENCSR494PWZ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91815/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91816,"ChIP-seq from K562 (ENCSR494TDU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91816/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91819,"ChIP-seq from HEK293 (ENCSR499QIO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91819/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91822,"ChIP-seq from K562 (ENCSR502OEK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91822/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91823,"ChIP-seq from HEK293 (ENCSR504VDV)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91823/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91827,"ChIP-seq from K562 (ENCSR508DQA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91827/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91830,"ChIP-seq from A549 (ENCSR513XQX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91830/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91831,"ChIP-seq from GM12878 (ENCSR514VAY)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91831/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91833,"ChIP-seq from HEK293 (ENCSR517GAU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91833/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91834,"ChIP-seq from HEK293 (ENCSR519HKW)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91834/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91836,"ChIP-seq from HEK293 (ENCSR523KUQ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91836/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91837,"ChIP-seq from HepG2 (ENCSR523XCR)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91837/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91838,"ChIP-seq from K562 (ENCSR524BUE)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91838/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91839,"ChIP-seq from HepG2 (ENCSR525YFS)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91839/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91846,"ChIP-seq from HepG2 (ENCSR529JYA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91846/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91847,"ChIP-seq from K562 (ENCSR530XQI)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91847/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91848,"ChIP-seq from K562 (ENCSR532EMP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91848/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91851,"ChIP-seq from HEK293 (ENCSR535DIA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91851/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91853,"ChIP-seq from HEK293 (ENCSR541PDV)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91853/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91855,"ChIP-seq from K562 (ENCSR542WJU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91855/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91859,"ChIP-seq from K562 (ENCSR545WDI)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91859/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91861,"ChIP-seq from K562 (ENCSR550HCT)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91861/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91863,"ChIP-seq from HEK293 (ENCSR551KAP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91863/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91864,"ChIP-seq from MCF-7 (ENCSR551ZDZ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91864/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91865,"ChIP-seq from GM12878 (ENCSR552XSN)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91865/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91866,"ChIP-seq from K562 (ENCSR552YGL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91866/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91867,"ChIP-seq from GM12878 (ENCSR553NUG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91867/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91868,"ChIP-seq from K562 (ENCSR554FDZ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91868/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91869,"ChIP-seq from MCF-7 (ENCSR557JTZ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91869/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91870,"ChIP-seq from K562 (ENCSR557RVF)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91870/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91871,"ChIP-seq from K562 (ENCSR557SDQ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91871/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91872,"ChIP-seq from HEK293 (ENCSR559IOZ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91872/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91873,"ChIP-seq from HEK293 (ENCSR559SSU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91873/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91876,"ChIP-seq from K562 (ENCSR563YDA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91876/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91879,"ChIP-seq from K562 (ENCSR565XPP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91879/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91880,"ChIP-seq from K562 (ENCSR567JEU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91880/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91882,"ChIP-seq from K562 (ENCSR568PGX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91882/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91888,"ChIP-seq from K562 (ENCSR578DNH)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91888/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91889,"ChIP-seq from HEK293 (ENCSR578FJY)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91889/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91890,"ChIP-seq from K562 (ENCSR578SNR)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91890/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91891,"ChIP-seq from HeLa-S3 (ENCSR580ECR)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91891/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91894,"ChIP-seq from A549 (ENCSR584GHV)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91894/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91896,"ChIP-seq from K562 (ENCSR587OQL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91896/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91898,"ChIP-seq from K562 (ENCSR591CCL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91898/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91899,"ChIP-seq from MCF-7 (ENCSR591EBL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91899/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91900,"ChIP-seq from HEK293 (ENCSR592KSP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91900/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91902,"ChIP-seq from MCF-7 (ENCSR594UCI)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91902/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91904,"ChIP-seq from GM12878 (ENCSR597VGC)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91904/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91906,"ChIP-seq from HEK293 (ENCSR603CJM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91906/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91907,"ChIP-seq from HEK293 (ENCSR604VWJ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91907/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91908,"ChIP-seq from HEK293 (ENCSR605MGM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91908/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91909,"ChIP-seq from HepG2 (ENCSR605YWG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91909/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91910,"ChIP-seq from K562 (ENCSR608HVP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91910/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91911,"ChIP-seq from A549 (ENCSR610YRT)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91911/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91912,"ChIP-seq from HeLa-S3 (ENCSR611WZO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91912/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91913,"ChIP-seq from HepG2 (ENCSR613TDP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91913/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91917,"ChIP-seq from HEK293 (ENCSR617IFZ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91917/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91918,"ChIP-seq from K562 (ENCSR618GDK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91918/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91919,"ChIP-seq from K562 (ENCSR619GFP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91919/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91922,"ChIP-seq from HepG2 (ENCSR620YNB)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91922/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91923,"ChIP-seq from A549 (ENCSR623KNM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91923/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91924,"ChIP-seq from K562 (ENCSR623SDL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91924/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
GSE91926,"ChIP-seq from K562 (ENCSR626QJQ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE91nnn/GSE91926/suppl",22955616,,"ENCODE DCC","Jan 04, 2017"
